timestamp,load_kw,pv_kw,net_load_kw,price_per_kWh,gCO2/kWh
2026-08-25 00:00:00-07:00,15.0,0.0,15.0,0.061270279999999996,345
2026-08-25 00:15:00-07:00,15.0,0.0,15.0,0.07426732,344
2026-08-25 00:30:00-07:00,15.0,0.0,15.0,0.05546254,346
2026-08-25 00:45:00-07:00,15.0,0.0,15.0,0.05311329,349
2026-08-25 01:00:00-07:00,15.0,0.0,15.0,0.06303028,352
2026-08-25 01:15:00-07:00,15.0,0.0,15.0,0.05587003,350
2026-08-25 01:30:00-07:00,15.0,0.0,15.0,0.0514617,346
2026-08-25 01:45:00-07:00,15.0,0.0,15.0,0.04850951,343
2026-08-25 02:00:00-07:00,15.0,0.0,15.0,0.0532372,338
2026-08-25 02:15:00-07:00,15.0,0.0,15.0,0.049000129999999996,338
2026-08-25 02:30:00-07:00,15.0,0.0,15.0,0.04786315,338
2026-08-25 02:45:00-07:00,15.0,0.0,15.0,0.04471077,340
2026-08-25 03:00:00-07:00,15.0,0.0,15.0,0.05554569,342
2026-08-25 03:15:00-07:00,15.0,0.0,15.0,0.05509071,343
2026-08-25 03:30:00-07:00,15.0,0.0,15.0,0.05484567,345
2026-08-25 03:45:00-07:00,15.0,0.0,15.0,0.05493107,344
2026-08-25 04:00:00-07:00,15.0,0.0,15.0,0.05082509,343
2026-08-25 04:15:00-07:00,15.0,0.0,15.0,0.051357080000000006,344
2026-08-25 04:30:00-07:00,15.0,0.0,15.0,0.05314219,344
2026-08-25 04:45:00-07:00,15.0,0.0,15.0,0.05268219,346
2026-08-25 05:00:00-07:00,15.0,0.0,15.0,0.05310501,349
2026-08-25 05:15:00-07:00,15.0,0.0,15.0,0.05448538,351
2026-08-25 05:30:00-07:00,15.0,0.0,15.0,0.056541640000000004,354
2026-08-25 05:45:00-07:00,15.0,0.0,15.0,0.06326954,356
2026-08-25 06:00:00-07:00,25.0,0.0,25.0,0.049219299999999994,343
2026-08-25 06:15:00-07:00,25.0,1.962093876904292,23.03790612309571,0.04985201,339
2026-08-25 06:30:00-07:00,25.0,3.915785766601547,21.084214233398452,0.048279850000000006,338
2026-08-25 06:45:00-07:00,25.0,5.852709660483847,19.147290339516154,0.045920659999999995,333
2026-08-25 07:00:00-07:00,25.0,7.764571353075622,17.235428646924376,0.06140909,305
2026-08-25 07:15:00-07:00,25.0,9.643183959094848,15.356816040905152,0.0473065,284
2026-08-25 07:30:00-07:00,25.0,11.480502970952694,13.519497029047306,0.0417548,257
2026-08-25 07:45:00-07:00,25.0,13.268660706570037,11.731339293429963,0.03866812,233
2026-08-25 08:00:00-07:00,25.0,14.999999999999998,10.000000000000002,0.04350509,220
2026-08-25 08:15:00-07:00,25.0,16.667106990588067,8.332893009411933,0.03871554,212
2026-08-25 08:30:00-07:00,25.0,18.26284287026162,6.737157129738382,0.03815018,205
2026-08-25 08:45:00-07:00,25.0,19.780374453002064,5.219625546997936,0.03798558,200
2026-08-25 09:00:00-07:00,25.0,21.213203435596423,3.786796564403577,0.04102407,195
2026-08-25 09:15:00-07:00,25.0,22.555194224369323,2.4448057756306767,0.03833296,193
2026-08-25 09:30:00-07:00,25.0,23.800600208737055,1.1993997912629446,0.03834259,188
2026-08-25 09:45:00-07:00,25.0,24.944088369076354,0.055911630923645816,0.036339550000000005,185
2026-08-25 10:00:00-07:00,25.0,25.980762113533157,-0.9807621135331566,0.03847757,184
2026-08-25 10:15:00-07:00,25.0,26.906182245980652,-1.9061822459806521,0.037693649999999995,182
2026-08-25 10:30:00-07:00,25.0,27.716385975338603,-2.7163859753386035,0.03748932,178
2026-08-25 10:45:00-07:00,25.0,28.407903884853166,-3.407903884853166,0.03813383,179
2026-08-25 11:00:00-07:00,25.0,28.97777478867205,-3.9777747886720505,0.03952823,174
2026-08-25 11:15:00-07:00,25.0,29.423558412096913,-4.423558412096913,0.038468249999999996,175
2026-08-25 11:30:00-07:00,25.0,29.74334584121431,-4.74334584121431,0.03848805,178
2026-08-25 11:45:00-07:00,25.0,29.935767697158106,-4.935767697158106,0.04039691,183
2026-08-25 12:00:00-07:00,35.0,30.0,5.0,0.042550269999999994,181
2026-08-25 12:15:00-07:00,35.0,29.935767697158106,5.064232302841894,0.0439518,178
2026-08-25 12:30:00-07:00,35.0,29.74334584121431,5.25665415878569,0.04650897,182
2026-08-25 12:45:00-07:00,35.0,29.423558412096913,5.576441587903087,0.05371502,183
2026-08-25 13:00:00-07:00,35.0,28.97777478867205,6.0222252113279495,0.049297139999999996,184
2026-08-25 13:15:00-07:00,35.0,28.40790388485317,6.5920961151468305,0.05472753,187
2026-08-25 13:30:00-07:00,35.0,27.716385975338607,7.283614024661393,0.05835163,191
2026-08-25 13:45:00-07:00,35.0,26.906182245980652,8.093817754019348,0.07525567,194
2026-08-25 14:00:00-07:00,35.0,25.98076211353316,9.01923788646684,0.05914658,198
2026-08-25 14:15:00-07:00,35.0,24.944088369076354,10.055911630923646,0.07767136999999999,203
2026-08-25 14:30:00-07:00,35.0,23.800600208737055,11.199399791262945,0.06986911000000001,210
2026-08-25 14:45:00-07:00,35.0,22.555194224369323,12.444805775630677,0.07359607,216
2026-08-25 15:00:00-07:00,35.0,21.213203435596427,13.786796564403573,0.0571438,219
2026-08-25 15:15:00-07:00,35.0,19.780374453002068,15.219625546997932,0.06743542,218
2026-08-25 15:30:00-07:00,35.0,18.262842870261625,16.737157129738375,0.07758956,218
2026-08-25 15:45:00-07:00,35.0,16.667106990588074,18.332893009411926,0.08446038,219
2026-08-25 16:00:00-07:00,35.0,14.999999999999998,20.0,0.051817419999999996,218
2026-08-25 16:15:00-07:00,35.0,13.268660706570051,21.731339293429947,0.066555,222
2026-08-25 16:30:00-07:00,35.0,11.480502970952697,23.5194970290473,0.07544777000000001,225
2026-08-25 16:45:00-07:00,35.0,9.643183959094852,25.356816040905148,0.07976299,224
2026-08-25 17:00:00-07:00,20.0,7.76457135307563,12.235428646924369,0.06931272,222
2026-08-25 17:15:00-07:00,20.0,5.852709660483845,14.147290339516154,0.08384382,227
2026-08-25 17:30:00-07:00,20.0,3.9157857666015596,16.08421423339844,0.09858737000000001,235
2026-08-25 17:45:00-07:00,20.0,1.9620938769042935,18.037906123095706,0.10498206,240
2026-08-25 18:00:00-07:00,20.0,0.0,20.0,0.08861548000000001,247
2026-08-25 18:15:00-07:00,20.0,0.0,20.0,0.10128089,254
2026-08-25 18:30:00-07:00,20.0,0.0,20.0,0.13899384,263
2026-08-25 18:45:00-07:00,20.0,0.0,20.0,0.22268462,273
2026-08-25 19:00:00-07:00,20.0,0.0,20.0,0.17375824,277
2026-08-25 19:15:00-07:00,20.0,0.0,20.0,0.12534144,279
2026-08-25 19:30:00-07:00,20.0,0.0,20.0,0.10837290000000001,282
2026-08-25 19:45:00-07:00,20.0,0.0,20.0,0.09570433,283
2026-08-25 20:00:00-07:00,20.0,0.0,20.0,0.08938720000000001,284
2026-08-25 20:15:00-07:00,20.0,0.0,20.0,0.08585929,282
2026-08-25 20:30:00-07:00,20.0,0.0,20.0,0.08257217,282
2026-08-25 20:45:00-07:00,20.0,0.0,20.0,0.07052488999999999,282
2026-08-25 21:00:00-07:00,20.0,0.0,20.0,0.0819326,284
2026-08-25 21:15:00-07:00,20.0,0.0,20.0,0.07937616,287
2026-08-25 21:30:00-07:00,20.0,0.0,20.0,0.0646433,290
2026-08-25 21:45:00-07:00,20.0,0.0,20.0,0.05911423,291
2026-08-25 22:00:00-07:00,20.0,0.0,20.0,0.06985912999999999,305
2026-08-25 22:15:00-07:00,20.0,0.0,20.0,0.07066463,311
2026-08-25 22:30:00-07:00,20.0,0.0,20.0,0.05558764,313
2026-08-25 22:45:00-07:00,20.0,0.0,20.0,0.049351660000000006,312
2026-08-25 23:00:00-07:00,20.0,0.0,20.0,0.07341811,316
2026-08-25 23:15:00-07:00,20.0,0.0,20.0,0.06287609,315
2026-08-25 23:30:00-07:00,20.0,0.0,20.0,0.0601408,309
2026-08-25 23:45:00-07:00,20.0,0.0,20.0,0.046906350000000006,310
2026-08-26 00:00:00-07:00,15.75,0.0,15.75,0.06025779,313
2026-08-26 00:15:00-07:00,15.75,0.0,15.75,0.046778,314
2026-08-26 00:30:00-07:00,15.75,0.0,15.75,0.046045140000000005,315
2026-08-26 00:45:00-07:00,15.75,0.0,15.75,0.04089454,318
2026-08-26 01:00:00-07:00,15.75,0.0,15.75,0.05031279,320
2026-08-26 01:15:00-07:00,15.75,0.0,15.75,0.09215938,321
2026-08-26 01:30:00-07:00,15.75,0.0,15.75,0.050210859999999996,320
2026-08-26 01:45:00-07:00,15.75,0.0,15.75,0.04512981,324
2026-08-26 02:00:00-07:00,15.75,0.0,15.75,0.049912410000000004,331
2026-08-26 02:15:00-07:00,15.75,0.0,15.75,0.04757741,333
2026-08-26 02:30:00-07:00,15.75,0.0,15.75,0.045521479999999996,334
2026-08-26 02:45:00-07:00,15.75,0.0,15.75,0.04410615,335
2026-08-26 03:00:00-07:00,15.75,0.0,15.75,0.04548778,339
2026-08-26 03:15:00-07:00,15.75,0.0,15.75,0.04541534999999999,342
2026-08-26 03:30:00-07:00,15.75,0.0,15.75,0.05174788,345
2026-08-26 03:45:00-07:00,15.75,0.0,15.75,0.0472955,348
2026-08-26 04:00:00-07:00,15.75,0.0,15.75,0.04897569,352
2026-08-26 04:15:00-07:00,15.75,0.0,15.75,0.050884500000000006,353
2026-08-26 04:30:00-07:00,15.75,0.0,15.75,0.05296725,354
2026-08-26 04:45:00-07:00,15.75,0.0,15.75,0.05006456,357
2026-08-26 05:00:00-07:00,15.75,0.0,15.75,0.04565038,357
2026-08-26 05:15:00-07:00,15.75,0.0,15.75,0.04683804,358
2026-08-26 05:30:00-07:00,15.75,0.0,15.75,0.051160989999999996,358
2026-08-26 05:45:00-07:00,15.75,0.0,15.75,0.05900866,359
2026-08-26 06:00:00-07:00,26.25,0.0,26.25,0.05914631,347
2026-08-26 06:15:00-07:00,26.25,1.471570407678219,24.778429592321782,0.07223212999999999,343
2026-08-26 06:30:00-07:00,26.25,2.93683932495116,23.31316067504884,0.07494642,344
2026-08-26 06:45:00-07:00,26.25,4.3895322453628856,21.860467754637114,0.07362371000000001,335
2026-08-26 07:00:00-07:00,26.25,5.823428514806716,20.426571485193286,0.07389379,318
2026-08-26 07:15:00-07:00,26.25,7.232387969321136,19.017612030678862,0.058541499999999996,292
2026-08-26 07:30:00-07:00,26.25,8.61037722821452,17.63962277178548,0.04765726,270
2026-08-26 07:45:00-07:00,26.25,9.951495529927527,16.298504470072473,0.04270125,241
2026-08-26 08:00:00-07:00,26.25,11.249999999999998,15.000000000000002,0.05055434,221
2026-08-26 08:15:00-07:00,26.25,12.50033024294105,13.74966975705895,0.05208596,211
2026-08-26 08:30:00-07:00,26.25,13.697132152696213,12.552867847303787,0.04868322,199
2026-08-26 08:45:00-07:00,26.25,14.835280839751547,11.414719160248453,0.049467080000000004,194
2026-08-26 09:00:00-07:00,26.25,15.909902576697316,10.340097423302684,0.04935169,193
2026-08-26 09:15:00-07:00,26.25,16.91639566827699,9.33360433172301,0.045196599999999996,194
2026-08-26 09:30:00-07:00,26.25,17.850450156552792,8.399549843447208,0.04189581,191
2026-08-26 09:45:00-07:00,26.25,18.708066276807266,7.541933723192734,0.04104396,188
2026-08-26 10:00:00-07:00,26.25,19.485571585149867,6.7644284148501335,0.04092248,182
2026-08-26 10:15:00-07:00,26.25,20.179636684485487,6.070363315514513,0.03965869,185
2026-08-26 10:30:00-07:00,26.25,20.787289481503954,5.462710518496046,0.03809814,184
2026-08-26 10:45:00-07:00,26.25,21.305927913639874,4.944072086360126,0.03801223,186
2026-08-26 11:00:00-07:00,26.25,21.733331091504038,4.516668908495962,0.03877075,185
2026-08-26 11:15:00-07:00,26.25,22.067668809072686,4.182331190927314,0.04152272,186
2026-08-26 11:30:00-07:00,26.25,22.307509380910734,3.9424906190892663,0.04191133,187
2026-08-26 11:45:00-07:00,26.25,22.45182577286858,3.798174227131419,0.043011299999999995,187
2026-08-26 12:00:00-07:00,36.75,22.5,14.25,0.046262479999999995,190
2026-08-26 12:15:00-07:00,36.75,22.45182577286858,14.298174227131419,0.05948982,195
2026-08-26 12:30:00-07:00,36.75,22.307509380910734,14.442490619089266,0.061260339999999996,198
2026-08-26 12:45:00-07:00,36.75,22.067668809072686,14.682331190927314,0.07015063,202
2026-08-26 13:00:00-07:00,36.75,21.733331091504038,15.016668908495962,0.06680167000000001,202
2026-08-26 13:15:00-07:00,36.75,21.305927913639877,15.444072086360123,0.06312541,203
2026-08-26 13:30:00-07:00,36.75,20.787289481503954,15.962710518496046,0.06925495,206
2026-08-26 13:45:00-07:00,36.75,20.179636684485487,16.570363315514513,0.06960657,214
2026-08-26 14:00:00-07:00,36.75,19.48557158514987,17.26442841485013,0.06310139000000001,219
2026-08-26 14:15:00-07:00,36.75,18.708066276807266,18.041933723192734,0.06261599,220
2026-08-26 14:30:00-07:00,36.75,17.850450156552792,18.899549843447208,0.06794879000000001,226
2026-08-26 14:45:00-07:00,36.75,16.91639566827699,19.83360433172301,0.08138429999999999,229
2026-08-26 15:00:00-07:00,36.75,15.90990257669732,20.84009742330268,0.05758998,230
2026-08-26 15:15:00-07:00,36.75,14.835280839751551,21.91471916024845,0.055286760000000004,228
2026-08-26 15:30:00-07:00,36.75,13.69713215269622,23.05286784730378,0.07250386,231
2026-08-26 15:45:00-07:00,36.75,12.500330242941056,24.249669757058946,0.07250386,231
2026-08-26 16:00:00-07:00,36.75,11.249999999999998,25.5,0.05769014,224
2026-08-26 16:15:00-07:00,36.75,9.951495529927538,26.798504470072462,0.06768669,224
2026-08-26 16:30:00-07:00,36.75,8.610377228214523,28.139622771785476,0.07073454,225
2026-08-26 16:45:00-07:00,36.75,7.232387969321139,29.517612030678862,0.07657038,225
2026-08-26 17:00:00-07:00,21.0,5.823428514806722,15.176571485193278,0.05571071,226
2026-08-26 17:15:00-07:00,21.0,4.389532245362884,16.610467754637117,0.06088186,227
2026-08-26 17:30:00-07:00,21.0,2.93683932495117,18.06316067504883,0.06895039,231
2026-08-26 17:45:00-07:00,21.0,1.4715704076782201,19.52842959232178,0.07179152999999999,233
2026-08-26 18:00:00-07:00,21.0,0.0,21.0,0.06193038,236
2026-08-26 18:15:00-07:00,21.0,0.0,21.0,0.07045706,248
2026-08-26 18:30:00-07:00,21.0,0.0,21.0,0.07417544,259
2026-08-26 18:45:00-07:00,21.0,0.0,21.0,0.16666562,267
2026-08-26 19:00:00-07:00,21.0,0.0,21.0,0.08933666,279
2026-08-26 19:15:00-07:00,21.0,0.0,21.0,0.08111111,283
2026-08-26 19:30:00-07:00,21.0,0.0,21.0,0.10345442,286
2026-08-26 19:45:00-07:00,21.0,0.0,21.0,0.07270012,287
2026-08-26 20:00:00-07:00,21.0,0.0,21.0,0.07147454,288
2026-08-26 20:15:00-07:00,21.0,0.0,21.0,0.058770699999999995,288
2026-08-26 20:30:00-07:00,21.0,0.0,21.0,0.05706613,293
2026-08-26 20:45:00-07:00,21.0,0.0,21.0,0.06824619,297
2026-08-26 21:00:00-07:00,21.0,0.0,21.0,0.07916793,303
2026-08-26 21:15:00-07:00,21.0,0.0,21.0,0.09821339999999999,305
2026-08-26 21:30:00-07:00,21.0,0.0,21.0,0.08365188999999999,309
2026-08-26 21:45:00-07:00,21.0,0.0,21.0,0.0779079,315
2026-08-26 22:00:00-07:00,21.0,0.0,21.0,0.07339861,333
2026-08-26 22:15:00-07:00,21.0,0.0,21.0,0.06415269000000001,335
2026-08-26 22:30:00-07:00,21.0,0.0,21.0,0.05317571,339
2026-08-26 22:45:00-07:00,21.0,0.0,21.0,0.04648324,341
2026-08-26 23:00:00-07:00,21.0,0.0,21.0,0.05076074,346
2026-08-26 23:15:00-07:00,21.0,0.0,21.0,0.04070728,350
2026-08-26 23:30:00-07:00,21.0,0.0,21.0,0.04296722,351
2026-08-26 23:45:00-07:00,21.0,0.0,21.0,0.03733161,354
